npm,bank_id,nama_kegiatan,tingkat_kegiatan,tanggal_kegiatan
2031110,12056,"Seminar Nasional Kebangsaan ""Peran Serta Mahasiswa dalam Rangka Meningkatkan Nasionalisme Kebangsaan Guna Mendukung Pelaksanaan Pilkada Serentak 2020 yang Aman Tertib dan Damai di Provinsi Kepulauan Riau""",national,08/27/2020
2031110,12355,"National Webinar in Indonesia Creativeneur ""Take Your Chance To Be a Great Entrepreneur""",national,02/21/2021
2031181,5905,Pemilihan Kepala Daerah 2020,provinsi,09/12/2020
2031110,10527,"Webinar Nasional Memperingati Hari Kesehatan Mental Sedunia ""Mahasiswa Berjiwa Sehat, Bermental Kuat""",national,10/10/2020
1931153,13042,"International Symposium Asia Youth Internasional Model United Nations Virtual Conference ""Accelerate Social Stability Amongst Sovereign Nations""",international,05/28/2021
1931153,13042,"International Symposium Asia Youth Internasional Model United Nations Virtual Conference ""Accelerate Social Stability Amongst Sovereign Nations""",international,05/28/2021
2031033,1879,Listening and Reading Official Institutional Score Report (ETS TOEIC),international,03/27/2021
2031094,4015,"International Webinar : Sustainable Development Goals (SDGs), Pillar of Economy Development",international,10/27/2020
2031094,2782,"Webinar Fakultas Hukum Universitas Krisnadwipayana Bersama KPPU RI ""Peranan KPPU dalam Persaingan Usaha di Masa Pandemi""",national,08/28/2020
2031007,10346,"Webinar Nasional ""Series IT Impact on Society : Impact on Personal Life""",national,12/05/2020
2031007,3622,Info Session: Pursuing Education through Exchange Program,lokal,12/13/2020
2031044,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031007,4199,"Kegiatan ""Sosialisasi dan Penandatangan Kerja Sama MBKM"" (Peresmian Implementasi Kebijakan MBKM di Lingkungan Universitas Internasional Batam)",lokal,11/30/2020
1931165,13088,"Online Course ""Introduction to Algorithm and Data Structures in Swift 5""",lokal,05/11/2021
1931165,13090,Baparekraf Developer Day 2021,national,04/03/2021
1931165,13089,"Online Course ""MVVM Design Pattern Using Swift in iOS""",lokal,06/16/2021
1931010,12813,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Tinjauan Pustaka ,lokal,04/03/2021
1931010,12814,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Pendahuluan ,lokal,03/28/2021
1931010,12811,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Abstrak,lokal,03/27/2021
1931010,6578,"Seminar ""Technology for Improving Your Learning Skills""",national,11/13/2020
1931010,6739,"Seminar Daring Nasional : ""Let""s Start Up and Recreate Ideas in New Normal Era""",national,10/31/2020
1931010,1851,Students Webinar : Social Innovation and Entrepreneurship 2020,international,10/06/2020
1931010,1279,The 1st National Conference Community Service Project  (NaCoSPro) 2019,national,08/15/2020
1931010,6864,Seminar Importance of IT Certifications in Industrial Revolution 4.0 bersama Cisco Networking Academy,lokal,04/17/2020
1931010,2369,Webinar Becoming Smart Student in The Era of Smart Factory Digitalization Industry Perspective,lokal,02/28/2020
1931010,6884,Seminar International Career Preparation Glints,lokal,02/27/2020
2031021,7163,"Seminar Nasional Kebangsaan ""Peran Mahasiswa dalam Rangka Meningkatkan Nasionalisme Kebangsaan Guna Mendukung Pelaksanaan Pilkada Serentak 2020 yang Aman Tertib dan Damai di Provinsi Kepulauan Riau""",national,08/27/2020
1931117,1879,Listening and Reading Official Institutional Score Report (ETS TOEIC),international,12/05/2020
2031149,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031122,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
1931125,1665,"International Webinar: Sustainable Development Goals, Pillar of Environmental Development",international,08/27/2020
1931125,8789,Webinar : Investasi Asik dan Menguntungkan di Era New Normal Bersama PT Pengadaian (PERSERO) Area Batam,national,08/28/2020
1931125,12811,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Abstrak,lokal,03/27/2021
1931125,12812,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Melakukan Parafrase ,lokal,04/04/2021
1931125,12814,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Pendahuluan ,lokal,03/28/2021
1931125,12813,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Tinjauan Pustaka ,lokal,04/03/2021
1931137,12814,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Pendahuluan ,lokal,03/28/2021
1931137,12811,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Abstrak,lokal,03/27/2021
1931137,12813,Workshop Pelatihan Penulisan Artikel Riset dan Karya Ilmiah - Menulis Tinjauan Pustaka ,lokal,04/03/2021
1931137,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931137,3793,"International Office Webinar Lesson From China About Online Education: Benefit, Policy and Culture",international,08/13/2020
1931137,6739,"Seminar Daring Nasional : ""Let""s Start Up and Recreate Ideas in New Normal Era""",national,10/31/2020
1931137,1052,FGBMFI Goes to Campus 2020 What`s Next : Success after Campus,national,09/12/2020
1931137,6578,"Seminar ""Technology for Improving Your Learning Skills""",national,11/13/2020
1931137,10527,"Webinar Nasional Memperingati Hari Kesehatan Mental Sedunia ""Mahasiswa Berjiwa Sehat, Bermental Kuat""",national,10/10/2020
1931137,10371,"Webinar Nasional ""The A-Z Bazaar and Event Organizers""",national,11/29/2020
1931137,11080,"Webinar Sociopreneurship ""Peluang dan Tantangan dalam Implementasi Social Enterpreneurship""",lokal,09/18/2020
1931137,11582,Webinar Literasi Digital Millenials Fact Checker in Digital Era,national,09/12/2020
1931137,11270,"Webinar Socialpreneurship ""Membangun Potensi Socialpreneureship di Era New Normal""",lokal,05/29/2020
1931137,4199,"Kegiatan ""Sosialisasi dan Penandatangan Kerja Sama MBKM"" (Peresmian Implementasi Kebijakan MBKM di Lingkungan Universitas Internasional Batam)",lokal,11/30/2020
1931137,10837,Webinar Property Talk Series: AKTIF RISET DAN BISNIS PUN LANCAR Menjadi Generasi Milenial Produktif di tengah Pandemi,national,11/20/2020
2031094,8211,"Talkshow ""Peluang Industri Game bagi Fresh Graduates""",national,11/24/2020
2031094,11150,"Human Webinar ""Toxic Parents in The Family""",national,10/15/2020
2031094,11569,"Edukasi Perbankan (Inklusi Keuangan) ""Perencanaan Keuangan Masa depan Melalui SIMAPAN BPR Sejahtera Batam""",lokal,10/31/2020
2031094,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031069,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031122,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/16/2021
2031122,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
1931060,14129,Workshop Penyusunan Pedoman Audit Mutu Internal,lokal,10/08/2021
2031105,12760,Video Terbaik Pentas Seni Program Pengenalan Kehidupan Kampus (P2K2) 2020 Universitas Internasional Batam Be G.R.E.A.T In New Normal Era,lokal,08/22/2020
2031105,13129,Webinar Pengembangan Kepribadian Attitude,lokal,06/14/2021
2031105,13068,Webinar Pengembangan Kepribadian Communication,lokal,06/09/2021
2031105,13406,Webinar Pengembangan Kepribadian Critical Thinking,lokal,07/19/2021
2031105,13154,"Webinar Pengembangan Kepribadian ""Consumer Centricity""",lokal,06/23/2021
2031105,13403,Webinar Pengembangan Kepribadian Digital Literacy,lokal,06/30/2021
2031105,13405,Webinar Pengembangan Kepribadian Entrepreneural Mindset,lokal,07/14/2021
2031105,13408,Webinar Pengembangan Kepribadian Flexibility and Initiative,lokal,07/26/2021
2031105,13407,Webinar Pengembangan Kepribadian Leadership,lokal,07/21/2021
2031105,13409,Webinar Pengembangan Kepribadian Media and Information Awareness,lokal,07/28/2021
2031105,13155,Webinar Pengembangan Kepribadian Problem Solving,lokal,06/28/2021
2031105,13128,Webinar Pengembangan Kepribadian Professionalism,lokal,06/14/2021
2031105,13153,Webinar Pengembangan Kepribadian Teamwork and Collaboration,lokal,06/21/2021
2031105,13404,Webinar Pengembangan Kepribadian Workplace Awareness,lokal,07/12/2021
2031105,13141,Webinar Tantangan Pengabdian Masyarakat di Masa Pandemi Covid-19,lokal,06/15/2021
2031105,1879,Listening and Reading Official Institutional Score Report (ETS TOEIC),international,02/27/2021
2031010,11810,"Welcoming UIB Freshmen Program 2020/2021 ""Be G.R.E.A.T in New Normal Life"" Grateful, Responsible, Empathy, Active, Thoughtful""",lokal,08/01/2021
2031105,11810,"Welcoming UIB Freshmen Program 2020/2021 ""Be G.R.E.A.T in New Normal Life"" Grateful, Responsible, Empathy, Active, Thoughtful""",lokal,08/01/2021
2131127,16191,"Kelas ""Belajar Dasar-Dasar DevOps"" (Dicoding)",lokal,06/02/2022
2131148,15798,"Sosialisasi ""UIB Peduli Pajak Melalui Penyampaian SPT Tahun 2021""",lokal,03/22/2022
2131148,15753,Studi Banding HMPS SI UIB X HIMSI UVERS,lokal,02/26/2022
2131148,15884,"Webinar ""Video Game Programming: Where and How to Start""",lokal,04/08/2022
2131027,13747,Podcast What Needs To Be Prepared As An Information System Student? HMPS SI,lokal,09/01/2021
2131027,13748,Podcast How To Survive As An Information System Student? HMPS SI,lokal,09/02/2021
2131027,13809,Podcast Future Career As An Information System Student HMPS SI,lokal,09/03/2021
2131027,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
2131027,13958,"Webinar Nasional ""Mindfullness in Covid 19 Pandemic"" UKM Buddha",national,09/11/2021
2131027,13729,Sosialisasi Sistem Pembelajaran di UIB Bagi Mahasiswa Angkatan 2021,lokal,09/03/2021
2131027,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131027,14823,"Dhamma Talk Nasional 2021 ""Giving: The Practice of Letting Go""",national,11/07/2021
2131027,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
2131027,14972,"Webinar Nasional ""Ecosystem Management: Empowering Plastic-Free Generation 2021""",national,11/28/2021
2131027,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2131027,15341,"Webinar ""Penerapan Strategi Digital Marketing dalam E-Commerce""",lokal,01/29/2022
2131027,15514,"Webinar ""Startup Cash Flow and Funding Strategy""",lokal,02/18/2022
2131027,15883,"Webinar ""Future Web Developer Skillset and Best Practice""",lokal,03/04/2022
2131027,15148,"TOURFITION Challenge 2021 ""Safe Travelling During Pandemic""",national,12/17/2021
2131027,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
2031009,16221,Business Competition LED,lokal,05/28/2022
1931129,16237,Create Action 2D RPG Game in Unity Course (Udemy),lokal,04/13/2022
2131002,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131002,15823,Milad Musisy Ke-10 Tahun 2022 Kuatkan Tali Silaturahmi Sesama Muslim UKM Islam,lokal,03/27/2022
2131002,15627,Sharing Session: Sertifikasi Kompetensi Mahasiswa Prodi Sistem Informasi dan Teknologi Informasi,lokal,02/25/2022
2131002,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
2131002,15341,"Webinar ""Penerapan Strategi Digital Marketing dalam E-Commerce""",lokal,01/29/2022
1931044,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931044,1994,"Welcoming UIB Freshmen Program 2019/2020 ""Creativity and Social Impact: Doing Something in Digital Era!""",lokal,08/28/2020
1931044,13069,Vaksinasi Covid-19,lokal,07/17/2021
1931044,8368,The Fundamentals of Digital Marketing Certification (Google Digital Garage),international,06/08/2022
1931140,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
1931140,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
1931074,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
2131005,15341,"Webinar ""Penerapan Strategi Digital Marketing dalam E-Commerce""",lokal,01/29/2022
2131005,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2131005,14972,"Webinar Nasional ""Ecosystem Management: Empowering Plastic-Free Generation 2021""",national,11/28/2021
2131005,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
2031033,13069,Vaksinasi Covid-19,lokal,07/27/2021
2031033,12355,"National Webinar in Indonesia Creativeneur ""Take Your Chance To Be a Great Entrepreneur""",national,02/21/2021
2031033,11146,Webinar Thrist Project Indonesia : A Better World Prize,national,09/25/2020
1931172,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931172,8368,The Fundamentals of Digital Marketing Certification (Google Digital Garage),international,04/20/2022
2031058,1229,Workshop Akuntansi Lembaga,lokal,11/25/2020
2031058,9765,"Webinar Duo Laki Chanell Dengan Tema : ""Peran Generasi Milenial di Politik""",national,11/28/2020
2031073,3622,Info Session: Pursuing Education through Exchange Program,lokal,12/13/2020
1931044,12581,Microsoft Technology Associate - Database Administration Fundamentals (Quadra Luminary) ,international,03/14/2021
1931044,1028,The 2nd National Conference for Community Service Project (Nacospro) 2020,national,08/15/2020
2131033,15883,"Webinar ""Future Web Developer Skillset and Best Practice""",lokal,03/04/2022
2131033,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2131033,15884,"Webinar ""Video Game Programming: Where and How to Start""",lokal,04/08/2022
2031140,14984,"Webinar Nasional ""Cybersecurity 101: Things You Need to Know about Malwares""",lokal,12/12/2021
2031140,15753,Studi Banding HMPS SI UIB X HIMSI UVERS,lokal,02/26/2022
2031140,14228,"Webinar ""Business Acumen and How to Attain It as a Student""",lokal,09/24/2021
1931044,16261,"Jurnal Pemasaran Kompetitif Volume 4 Nomor 3 Juni 2021 ""Pengaruh Citra Merek, Kualitas Produk dan Promosi Online Terhadap Keputusan Pelanggan di Kota Batam dalam Membeli Skincare Merek Korea"" ISSN No. (PRINT) 2598-0823, (ONLINE) 2598-2893",national,06/27/2021
2131063,13747,Podcast What Needs To Be Prepared As An Information System Student? HMPS SI,lokal,09/01/2021
2131063,13871,Deklarasi Penerapan Outcome-Based Education di Lingkungan Fakultas Ilmu Komputer,lokal,08/28/2021
2131063,13809,Podcast Future Career As An Information System Student HMPS SI,lokal,09/03/2021
2131063,13748,Podcast How To Survive As An Information System Student? HMPS SI,lokal,09/02/2021
2131063,13758,"Webinar Alumni Career Developing Series #1 ""Know Yourself, Be Great on Your Career""",lokal,09/11/2021
2131063,13615,Onboarding Pelaksanaan Program MBKM di Universitas Internasional Batam pada Semester Ganjil Tahun Akademik 2021/2022,lokal,09/02/2021
2131063,13958,"Webinar Nasional ""Mindfullness in Covid 19 Pandemic"" UKM Buddha",national,09/11/2021
2131063,13729,Sosialisasi Sistem Pembelajaran di UIB Bagi Mahasiswa Angkatan 2021,lokal,09/03/2021
2131063,14206,"Webinar Video Game Development: Between Creative, Technical and Business",lokal,10/08/2021
2131063,14544,"Webinar ""Information System Project Management: Agile Approach""",lokal,10/22/2021
2131063,14823,"Dhamma Talk Nasional 2021 ""Giving: The Practice of Letting Go""",national,11/07/2021
2131063,15044,"Webinar ""Video Game Design dengan Mindset Edukasi""",lokal,11/12/2021
2131063,15006,"Webinar Nasional Mahasiswa Berkarakter ""Pencegahan Penggunaan Narkoba dan Pemutusan Rantai Penularan HIV/AIDS""",national,12/11/2021
2131063,15883,"Webinar ""Future Web Developer Skillset and Best Practice""",lokal,03/04/2022
2131063,15627,Sharing Session: Sertifikasi Kompetensi Mahasiswa Prodi Sistem Informasi dan Teknologi Informasi,lokal,02/25/2022
2131063,15884,"Webinar ""Video Game Programming: Where and How to Start""",lokal,04/08/2022
2131063,14582,"Kuliah Umum Universitas Internasional Batam bersama Pegadaian ""Peranan Emas dalam Perspektif Generasi Milennial sebagai Alternatif Investasi""",lokal,11/13/2021
1931135,12214,Sertifikasi Agile Scrum Fundamentals (ASF) (Quints Redwood Wellington),international,12/13/2020
1931135,12581,Microsoft Technology Associate - Database Administration Fundamentals (Quadra Luminary) ,international,03/14/2021
1931135,5363,"OJK Webinar ""Transformasi Digital: Inovasi dan Kolaborasi""",national,02/25/2021
1931135,5657,"Pelatihan ""Services Excellence-Hard Skill""",lokal,07/06/2019
1931135,13069,Vaksinasi Covid-19,lokal,07/11/2021
2031081,16256,WWDC2022 Swift Student Challenge Winner (Apple Academy Program),international,05/24/2022
2031096,15604,Webinar Literasi Pendidikan Pembentuk Karakter Gen-Z Inovasi Pendidikan Sebagai Upaya Membangun Generation-Z Sesuai Perkembangan Zaman dan Revolusi Industri 4.0,lokal,01/15/2022
2031096,15883,"Webinar ""Future Web Developer Skillset and Best Practice""",lokal,03/04/2022
2031096,15627,Sharing Session: Sertifikasi Kompetensi Mahasiswa Prodi Sistem Informasi dan Teknologi Informasi,lokal,02/25/2022
2031096,16221,Business Competition LED,lokal,05/28/2022
